,Unnamed: 0,name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,Mental health treatment,Substance use treatment,Detoxification,Methadone maintenance,Methadone detoxification,Buprenorphine maintenance,Buprenorphine detoxification,Relapse prevention with naltrexone,Buprenorphine used in Treatment,Naltrexone (oral),"Naltrexone (extended-release, injectable)",Methadone,"Transitional housing, halfway house, or sober home",Does not treat opioid use disorders,Use methadone/buprenorphine for pain management or emergency dosing,Does not use MAT for opioid use disorders,Accepts clients using MAT but prescribed elsewhere,Federally-certified Opioid Treatment Program,Psychiatric hospital,Residential treatment center (RTC) for children,Residential treatment center (RTC) for adults,Other residential treatment facility,Partial hospitalization/day treatment,Outpatient mental health facility,Community mental health center,"Multi-setting mental health facility (e.g., non-hospital residential plus either outpatient and/or partial hospitalization/day treatment)",Individual psychotherapy,Couples/family therapy,Group therapy,Cognitive behavioral therapy,Dialectical behavior therapy,Integrated Mental and Substance Use Disorder treatment,Activity therapy,Electroconvulsive therapy,Telemedicine/telehealth therapy,Substance use disorder counseling,Trauma-related counseling,Smoking not permitted,Smoking permitted in designated area,Smoking permitted without restriction,Hospital inpatient/24-hour hospital inpatient,Residential/24-hour residential,Outpatient,Short-term residential,Long-term residential,Residential detoxification,Outpatient detoxification,Outpatient methadone/buprenorphine or naltrexone treatment,Outpatient day treatment or partial hospitalization,Intensive outpatient treatment,Regular outpatient treatment,Hospital inpatient detoxification,Hospital inpatient treatment,General Hospital (including VA hospital),U.S. Department of Veterans Affairs,Tribal government,Indian Health Services,State government,"Local, county, or community government",Department of Defense,State Substance use treatment agency,State mental health department,State department of health,Hospital licensing authority,The Joint Commission,Commission on Accreditation of Rehabilitation Facilities (CARF),National Committee for Quality Assurance (NCQA),Council on Accreditation (COA),Healthcare Facilities Accreditation Program (HFAP),No payment accepted,Cash or self-payment,Medicaid,Medicare,State-financed health insurance plan other than Medicaid,Private health insurance,"Federal military insurance (e.g., TRICARE)",State mental health agency (or equivalent) funds,State welfare or child and family services funds,State corrections or juvenile justice funds,State education agency funds,Other State funds,County or local government funds,Community Service Block Grants,Community Mental Health Block Grants,U.S. Department of VA funds,"Federal, or any government funding for substance use treatment programs",Crisis intervention team,Psychiatric emergency walk-in services,Sliding fee scale (fee is based on income and other factors),Payment assistance (check with facility for details),Sign language services for the deaf and hard of hearing,Spanish,Clients with co-occurring mental and substance use disorders,"Lesbian, gay, bisexual, transgender, or queer/questioning (LGBTQ)",Veterans,Active duty military,Members of military families,Criminal justice (other than DUI/DWI)/Forensic clients,Seniors or older adults,Adolescents,Pregnant/postpartum women,Adult women,Adult men,Clients with HIV or AIDS,Clients who have experienced trauma,Clients who have experienced sexual abuse,"Clients who have experienced intimate partner violence, domestic violence",Children/adolescents with serious emotional disturbance (SED),Persons 18 and older with serious mental illness (SMI),Persons with Alzheimer's or dementia,Persons with post-traumatic stress disorder (PTSD),Persons with traumatic brain injury (TBI),Young adults,Persons with eating disorders,Assertive community treatment,Intensive case management,Case management service,Chronic disease/illness management,Mentoring/peer support,Court-ordered outpatient treatment,Diet and exercise counseling,Education services,Family psychoeducation,Housing services,Illness management and recovery,Integrated primary care services,Legal advocacy,Nicotine replacement,Non-nicotine smoking/tobacco cessation,Psychosocial rehabilitation services,Screening for tobacco use,Suicide prevention services,Supported employment,Supported housing,Therapeutic foster care,Smoking/vaping/tobacco cessation counseling,Vocational rehabilitation services,Alcohol Detoxification,Benzodiazepines Detoxification,Cocaine Detoxification,Methamphetamines detoxification,Opioids detoxification,Treatment for gambling disorder,Individual counseling,Group counseling,Family counseling,Marital/couples counseling,12-step facilitation,Brief intervention,Contingency management/motivational incentives,Motivational interviewing,Anger management,Matrix Model,Community reinforcement plus vouchers,Relapse prevention,Residential beds for clients' children,Children/Adolescents,Young Adults,Adults,Seniors,Female,Male,Specially designed program for DUI/DWI clients,Serves only DUI/DWI clients,Aftercare/continuing care,Acamprosate (Campral®),Acupuncture,Breathalyzer or blood alcohol testing,Child care for clients' children,Comprehensive mental health assessment,Comprehensive substance use assessment,Drug or alcohol urine screening,Discharge Planning,Disulfiram,"Domestic violence services, including family or partner",Early intervention for HIV,Employment counseling or training,"HIV or AIDS education, counseling, or support",Health education services other than HIV/AIDS or hepatitis,HIV testing,Interim services for clients,IHS/Tribal/Urban (ITU) funds,Mental health services,Outreach to persons in the community,Substance use disorder education,Self-help groups,Screening for mental disorders,Screening for substance use,Social skills development,STD testing,Transportation assistance,"Hepatitis education, counseling, or support",TB screening,Buprenorphine sub-dermal implant,Naltrexone used in Treatment,Methadone used in Treatment,Buprenorphine with naloxone,Buprenorphine without naloxone,Prescribes buprenorphine,Prescribes naltrexone,"Buprenorphine (extended-release, injectable)",Private for-profit organization,Private non-profit organization,Federally Qualified Health Center,Treatment for co-occurring substance use plus either serious mental health illness in adults/serious emotional disturbance in children,In-network prescribing entity,Other contracted prescribing entity,No formal relationship with prescribing entity,Does not treat alcohol use disorder,Does not use medication assisted treatment for alcohol use disorder,Accepts clients using medication assisted treatment for alcohol use disorder but prescribed elsewhere,This facility administers/prescribes medication for alcohol use disorder,Lofexidine or Clonidine detoxification,Medications for HIV treatment,Medications for Hepatitis C treatment,Lofexidine,Clonidine,Clients with co-occurring pain and substance use disorders,Drug and alcohol oral fluid testing,Metabolic syndrome monitoring,Naloxone and overdose education,Outcome follow-up after discharge,Recovery coach,Professional interventionist/educational consultant,Medication routinely used during detoxification,"Vocational training or educational support (for example, high school coursework, GED preparation, etc.)",Hepatitis A (HAV) vaccination,Hepatitis B (HBV) vaccination,Alcohol use disorder clients only,Certified Community Behavioral Health Clinic,Chlorpromazine,Droperidol,Fluphenazine,Haloperidol,Loxapine,Perphenazine,Pimozide,Prochlorperazine,Thiothixene,Thioridazine,Trifluoperazine,Aripiprazole,Asenapine,Brexpiprazole,Cariprazine,Clozapine,IIoperidone,Lurasidone,Olanzapine,Olanzapine/Fluoxetine combination,Paliperidone,Quetiapine,Risperidone,Ziprasidone,Cognitive remediation therapy,Eye Movement Desensitization and Reprocessing therapy,Ketamine Infusion Therapy,Transcranial Magnetic Stimulation,Psychiatric emergency onsite services,Psychiatric emergency mobile/off-site services,Federal Grants,Private or Community foundation,Persons experiencing first-episode psychosis,Assisted Outpatient Treatment,Separate inpatient psychiatric unit of a general hospital,State hospital,Veterans Affairs Medical Center or other VA healthcare facility,Medication for mental disorders,Antipsychotics used in treatment of SMI,Medications for pre-exposure to prophylaxis,Abnormal involuntary movement scale,Federal Government,SAMHSA certification for opioid treatment program (OTP),Drug Enforcement Agency (DEA),Mental health clinic or mental health center,SAMHSA funding/block grants,Complete medical history/physical exam,Testing for Hepatitis B (HBV),Testing for Hepatitis C (HCV),Laboratory testing,Treatment for other addiction disorder,Vaping not permitted,Vaping permitted without restriction,Vaping permitted in designated area,Opioid use disorder clients only,American Indian or Alaska Native languages,Other languages (excluding Spanish),Maintenance service with medically supervised withdrawal after stabilization,Any Chinese Language,Creole,Farsi,French,German,Greek,Hebrew,Hindi,Hmong,Arabic,Italian,Japanese,Korean,Polish,Portuguese,Russian,Tagalog,Vietnamese,Ojibwa
15876,15876,Mental Health Systems Inc,Needles Center for Change,300 H Street,,Needles,CA,92363,,San Bernardino,760-326-4590,,,,http://turnbhs.org,34.8392953,-114.6091064,SU,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
15884,15884,Needles Behavioral Health Clinic,San Bernardino County DBH,1600 Bailey Avenue,Suite 2,Needles,CA,92363,,San Bernardino,760-326-9313,,,,http://www.sbcounty.gov/dbh,34.8309388,-114.6188724,MH,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
16214,16214,Veterans Alcoholic Rehab Prog (VARP),Metcalf Recovery Ranch,9826 18th Avenue,,Blythe,CA,92225,,Riverside,760-922-8625,,,909-884-0840,http://www.varpinc.org,33.5745542,-114.5842843,SU,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
17291,17291,County of Imperial,Calexico Adolescent SUD Treatment Prog,101 Hacienda Drive,Suite B,Calexico,CA,92231,,Imperial,442-265-1525,,,800-817-5292,https://bhs.imperialcounty.org/,32.6828841,-115.5004907,SU,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
17294,17294,County of Imperial,Calexico Adult SUD Treatment Program,25 East 3rd Street,,Calexico,CA,92231,,Imperial,442-265-1525,,,800-817-5292,https://bhs.imperialcounty.org/,32.6679111,-115.4977833,SU,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
17296,17296,Jackson House El Centro,,2364 South 2nd Street,,El Centro,CA,92243,,Imperial,760-332-1468,,888-255-9280,,http://Jacksonhousecares.Com,32.772874,-115.5465511,MH,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
17297,17297,Imperial Valley Medical Clinic Inc,Medical Treatment Center,200 South 5th Street,,El Centro,CA,92243,,Imperial,760-482-0864,,,760-482-5803,http://ivmedclinics.com,32.7915152,-115.5549244,SU,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
17301,17301,Imperial Valley Medical Clinic Inc,,535 Cesar Chavez Boulevard,,Calexico,CA,92231,,Imperial,760-357-6566,,,760-357-6506,http://,32.6721621,-115.503825,SU,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
17309,17309,County of Imperial,El Centro Adult SUD Treatment Program,2695 South 4th Street,"1st Floor, Suite A",El Centro,CA,92243,,Imperial,442-265-1525,,,800-817-5292,https://bhs.imperialcounty.org/,32.7693353,-115.5505806,SU,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
17312,17312,Imperial County Behavioral Health,Children Adolescents Outpatient Servs,120 North 8th Street,,El Centro,CA,92243,2328.0,Imperial,442-265-1525,,,800-817-5292,http://www.imperial.networkofcare.org,32.7932776,-115.5619559,MH,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
